npi,last_name,first_name,middle_name,credential,sole_proprietor,matched_term,primary_taxonomy,taxonomy_code,all_taxonomies,license,license_state,org_name,address_1,address_2,city,state,postal_code,phone,fax,location_kind,enumeration_date,last_updated,status,address_shared_by,source_url
1093681553,Ability 4 Me Llc,,,,,,Health Educator,174H00000X,"Counselor, Mental Health; Health Educator",,,ABILITY 4 ME LLC,3563 ANTENNA FARM RD SE,,Bolivia,NC,28422,440-787-3087,,primary_practice,2025-10-13,2025-10-13,A,1,https://npiregistry.cms.hhs.gov/provider-view/1093681553
1447615208,"Abl Enterprises, Llc",,,,,,Optometrist,152W00000X,Optometrist,1410,SC,"ABL ENTERPRISES, LLC",113 CITADEL DRIVE,,Conway,SC,29526,304-206-8354,,primary_practice,2015-12-22,2015-12-22,A,1,https://npiregistry.cms.hhs.gov/provider-view/1447615208
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",2342 S MAIN ST,,Mount Airy,NC,27030,336-719-1686,,other_practice,2008-01-03,2025-05-30,A,1,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",710 COLISEUM DR STE 100,,Winston Salem,NC,27106,336-896-0950,,other_practice,2008-01-03,2025-05-30,A,1,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",1532 N FAYETTEVILLE ST,,Asheboro,NC,27203,336-908-6564,,other_practice,2008-01-03,2025-05-30,A,1,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",500 SPRING GARDEN ST,,Greensboro,NC,27401,336-450-2150,,other_practice,2008-01-03,2025-05-30,A,1,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",2720 N CHURCH ST,,Greensboro,NC,27405,336-450-2150,,other_practice,2008-01-03,2025-05-30,A,1,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1356408082,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",2720A N CHURCH ST,,Greensboro,NC,27405,336-450-2150,336-450-2655,other_practice,2007-01-02,2025-02-12,A,1,https://npiregistry.cms.hhs.gov/provider-view/1356408082
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",920 NC HIGHWAY 42 W,,Clayton,NC,27520,704-548-7753,,other_practice,2008-01-03,2025-05-30,A,2,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1356408082,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",920 NC HIGHWAY 42 W,,Clayton,NC,27520,919-854-4400,,other_practice,2007-01-02,2025-02-12,A,2,https://npiregistry.cms.hhs.gov/provider-view/1356408082
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",1890 TOMMYS RD,,Goldsboro,NC,27534,919-751-9089,919-429-4180,other_practice,2008-01-03,2025-05-30,A,2,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1356408082,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",1890 TOMMYS RD,,Goldsboro,NC,27534,919-751-9089,919-429-4180,other_practice,2007-01-02,2025-02-12,A,2,https://npiregistry.cms.hhs.gov/provider-view/1356408082
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",7404 CHAPEL HILL RD STE K,,Raleigh,NC,27607,919-854-4400,919-854-4446,other_practice,2008-01-03,2025-05-30,A,2,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1356408082,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",7404 CHAPEL HILL RD STE K,,Raleigh,NC,27607,919-651-8437,,other_practice,2007-01-02,2025-02-12,A,2,https://npiregistry.cms.hhs.gov/provider-view/1356408082
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",240 NEWTON RD,,Raleigh,NC,27615,919-900-4422,,other_practice,2008-01-03,2025-05-30,A,1,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1356408082,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",240 NEWTON RD STE 111-114,,Raleigh,NC,27615,919-900-4422,,other_practice,2007-01-02,2025-02-12,A,1,https://npiregistry.cms.hhs.gov/provider-view/1356408082
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",2406 CHARLES BLVD,,Greenville,NC,27858,252-321-1584,,other_practice,2008-01-03,2025-05-30,A,2,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1356408082,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",2406 CHARLES BLVD,,Greenville,NC,27858,252-321-1584,,other_practice,2007-01-02,2025-02-12,A,2,https://npiregistry.cms.hhs.gov/provider-view/1356408082
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",245 W GARRISON BLVD STE A,,Gastonia,NC,28052,704-869-6480,704-869-6477,other_practice,2008-01-03,2025-05-30,A,1,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",245 W GARRISON BLVD UPPR LEVEL,,Gastonia,NC,28052,704-215-6855,704-869-6477,other_practice,2008-01-03,2025-05-30,A,2,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1356408082,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",245 W GARRISON BLVD UPPR LEVEL,,Gastonia,NC,28052,704-215-6855,,other_practice,2007-01-02,2025-02-12,A,2,https://npiregistry.cms.hhs.gov/provider-view/1356408082
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",322 E STATESVILLE AVE,,Mooresville,NC,28115,704-664-5363,980-444-2634,other_practice,2008-01-03,2025-05-30,A,1,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",129 FAST LN STE 100,,Mooresville,NC,28117,704-664-5363,,other_practice,2008-01-03,2025-05-30,A,1,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",215 SOUTH WASHINGTON STREET,,Shelby,NC,28150,704-487-6033,,other_practice,2008-01-03,2025-05-30,A,1,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",3330 MONROE RD,,Charlotte,NC,28205,704-536-8888,704-343-9689,other_practice,2008-01-03,2025-05-30,A,1,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",5309 IDLEWILD RD N,,Mint Hill,NC,28227,704-321-1635,704-321-1639,primary_practice,2008-01-03,2025-05-30,A,2,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",5309 IDLEWILD RD N STE B,,Mint Hill,NC,28227,704-321-1635,704-321-1639,other_practice,2008-01-03,2025-05-30,A,1,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",5309 IDLEWILD RD N STE C,,Mint Hill,NC,28227,704-321-1635,704-321-1639,other_practice,2008-01-03,2025-05-30,A,1,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1356408082,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",5309 IDLEWILD RD N,,Mint Hill,NC,28227,704-321-1635,,primary_practice,2007-01-02,2025-02-12,A,2,https://npiregistry.cms.hhs.gov/provider-view/1356408082
1356408082,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",5309B IDLEWILD RD N,,Mint Hill,NC,28227,704-321-1635,,other_practice,2007-01-02,2025-02-12,A,1,https://npiregistry.cms.hhs.gov/provider-view/1356408082
1356408082,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",5309C IDLEWILD RD N,,Mint Hill,NC,28227,704-321-1635,,other_practice,2007-01-02,2025-02-12,A,1,https://npiregistry.cms.hhs.gov/provider-view/1356408082
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",14980 HIGHWAY 17,SUITE 204,Hampstead,NC,28443,910-406-1414,,other_practice,2008-01-03,2025-05-30,A,2,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1356408082,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",14980 HIGHWAY 17,SUITE 204,Hampstead,NC,28443,910-406-1414,,other_practice,2007-01-02,2025-02-12,A,2,https://npiregistry.cms.hhs.gov/provider-view/1356408082
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",4498 MAIN ST UNIT 4,,Shallotte,NC,28470,910-754-8386,,other_practice,2008-01-03,2025-05-30,A,1,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1356408082,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",4498 MAIN ST,,Shallotte,NC,28470,910-754-8386,,other_practice,2007-01-02,2025-02-12,A,1,https://npiregistry.cms.hhs.gov/provider-view/1356408082
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",1425 S GLENBURNIE RD STE 8,,New Bern,NC,28562,252-638-5483,,other_practice,2008-01-03,2025-05-30,A,2,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1356408082,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",1425 S GLENBURNIE RD STE 8,,New Bern,NC,28562,252-638-5483,,other_practice,2007-01-02,2025-02-12,A,2,https://npiregistry.cms.hhs.gov/provider-view/1356408082
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",1675 BLOWING ROCK RD STE 400,,Boone,NC,28607,828-268-8988,,other_practice,2008-01-03,2025-05-30,A,1,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1356408082,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",427 MEADOWVIEW DR,,Boone,NC,28607,828-268-8988,,other_practice,2007-01-02,2025-02-12,A,1,https://npiregistry.cms.hhs.gov/provider-view/1356408082
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",633 HAWTHORNE ST,,Hudson,NC,28638,828-728-5631,828-726-2523,other_practice,2008-01-03,2025-05-30,A,1,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",713 SEVERT CIR,,Lenoir,NC,28645,828-754-3078,828-754-3078,other_practice,2008-01-03,2025-05-30,A,1,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",1913 JAMESTOWN RD,,Morganton,NC,28655,828-584-8221,828-584-8189,other_practice,2008-01-03,2025-05-30,A,2,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",716 JAMESTOWN RD,,Morganton,NC,28655,828-584-6900,828-584-7900,other_practice,2008-01-03,2025-05-30,A,2,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1356408082,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",1913 JAMESTOWN RD,,Morganton,NC,28655,828-584-8221,,other_practice,2007-01-02,2025-02-12,A,2,https://npiregistry.cms.hhs.gov/provider-view/1356408082
1356408082,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",716 JAMESTOWN RD,,Morganton,NC,28655,828-584-6900,,other_practice,2007-01-02,2025-02-12,A,2,https://npiregistry.cms.hhs.gov/provider-view/1356408082
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",212 N BRADY AVE,,Newton,NC,28658,828-464-8624,828-464-8021,other_practice,2008-01-03,2025-05-30,A,1,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",554 7TH ST SW,,Taylorsville,NC,28681,828-632-7414,,other_practice,2008-01-03,2025-05-30,A,1,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",438 OLD WILKESBORO RD,,Taylorsville,NC,28681,828-632-8733,,other_practice,2008-01-03,2025-05-30,A,1,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",1212 SCHOOL ST,,Wilkesboro,NC,28697,336-667-2408,,other_practice,2008-01-03,2025-05-30,A,1,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",133 E PALMER ST STE 203,,Franklin,NC,28734,828-349-4757,,other_practice,2008-01-03,2025-05-30,A,1,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",505 E PAYNE RD,,Marion,NC,28752,828-559-0389,828-738-0241,other_practice,2008-01-03,2025-05-30,A,1,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",40 4TH C ST,,Marion,NC,28752,828-652-9132,,other_practice,2008-01-03,2025-05-30,A,1,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",416 RODNEY ORR BYPASS,,Robbinsville,NC,28771,828-479-9470,,other_practice,2008-01-03,2025-05-30,A,1,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",1170 S MAIN ST,,Waynesville,NC,28786,828-564-5650,,other_practice,2008-01-03,2025-05-30,A,2,https://npiregistry.cms.hhs.gov/provider-view/1992980387
1356408082,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",1170 S MAIN ST,,Waynesville,NC,28786,828-564-5650,,other_practice,2007-01-02,2025-02-12,A,2,https://npiregistry.cms.hhs.gov/provider-view/1356408082
1992980387,"Abound Health, Llc",,,,,,Community/Behavioral Health,251S00000X,"Community/Behavioral Health; Day Training, Developmentally Disabled Services; In Home Supportive Care",,NC,"ABOUND HEALTH, LLC",408 LAWN AVE,,Hendersonville,NC,28792,828-692-9600,,other_practice,2008-01-03,2025-05-30,A,1,https://npiregistry.cms.hhs.gov/provider-view/1992980387
